date,humidity,temperature_f,station_pressure,wind_speed_mph,precipitation_in
2011-01-28T02:51:00Z,75,28,29.85,8,0
2011-01-28T05:51:00Z,78,25,29.85,6,0
2011-02-01T09:51:00Z,88,32,30.259999999999998,8,0
2011-02-01T23:13:00Z,86,27,30.21,9,0
2011-02-02T00:13:00Z,93,27,30.19,9,0
2011-02-02T03:51:00Z,85,30,30.02,17,0.08
2011-02-02T12:51:00Z,89,36,29.650000000000002,8,0
2011-02-02T23:51:00Z,54,34,29.979999999999997,17,0
2011-02-04T02:51:00Z,55,25,30.310000000000002,8,0
2011-02-04T04:51:00Z,65,20,30.3,11,0
2011-02-05T10:39:00Z,87,34,29.93,3,0.01
2011-02-05T18:46:00Z,93,41,29.419999999999998,5,0.02
2011-02-05T18:51:00Z,93,41,29.4,3,0.01
2011-02-05T20:59:00Z,93,39,29.38,32,0
2011-02-06T16:51:00Z,62,39,29.959999999999997,13,0
2011-02-06T17:51:00Z,65,38,29.979999999999997,8,0
2011-02-06T21:51:00Z,62,37,30.02,6,0
2011-02-07T22:51:00Z,82,39,29.75,10,0.04
2011-02-08T18:35:00Z,46,27,29.939999999999998,26,0
2011-02-10T13:51:00Z,29,28,30.01,14,0
2011-02-11T07:51:00Z,50,24,30.21,10,0
2011-02-12T10:51:00Z,46,37,29.84,13,0
2011-02-13T07:51:00Z,54,32,30.130000000000003,10,0
2011-02-14T14:51:00Z,27,59,29.419999999999998,31,0
2011-02-15T04:51:00Z,39,30,30.02,32,0
2011-02-16T02:51:00Z,52,24,30.41,0,0
2011-02-16T17:51:00Z,76,38,30.18,10,0
2011-02-18T19:51:00Z,67,57,29.6,15,0.06
2011-02-19T07:51:00Z,28,44,29.67,26,0
2011-02-20T11:51:00Z,32,34,30.14,21,0
2011-02-20T22:51:00Z,39,38,30.02,9,0
2011-02-21T04:51:00Z,85,31,29.830000000000002,8,0.06
2011-02-21T11:51:00Z,82,31,29.71,15,0
2011-02-21T16:51:00Z,56,30,29.810000000000002,16,0
2011-02-23T07:51:00Z,42,25,30.32,10,0
2011-02-24T09:51:00Z,43,38,30.24,7,0
2011-02-25T13:57:00Z,94,48,29.21,15,0
2011-02-26T14:51:00Z,32,42,30.14,9,0
2011-02-27T21:51:00Z,77,40,30.1,11,0
2011-02-28T13:51:00Z,78,57,29.49,5,0
2011-03-01T01:51:00Z,51,38,29.93,22,0
2011-03-01T14:51:00Z,16,45,30.23,9,0
2011-03-01T22:51:00Z,64,35,30.259999999999998,11,0
2011-03-02T21:51:00Z,29,30,30.3,25,0
2011-03-04T14:51:00Z,55,40,30.64,17,0
2011-03-05T23:51:00Z,83,47,30.18,14,0
2011-03-06T16:51:00Z,86,49,29.830000000000002,7,0.1
2011-03-07T02:55:00Z,88,50,29.43,21,0
2011-03-08T05:51:00Z,51,30,30.43,14,0
2011-03-08T07:51:00Z,45,33,30.5,13,0
2011-03-08T11:51:00Z,23,45,30.5,8,0
2011-03-09T13:51:00Z,62,41,30.57,18,0
2011-03-10T02:51:00Z,82,39,30.330000000000002,23,0
2011-03-11T08:51:00Z,90,47,29.779999999999998,17,0
2011-03-11T10:51:00Z,86,48,29.77,13,0
2011-03-13T07:51:00Z,38,49,29.939999999999998,17,0
2011-03-15T03:51:00Z,73,32,30.45,0,0
2011-03-17T07:51:00Z,58,48,30.19,10,0
2011-03-19T21:51:00Z,43,41,30.45,17,0
2011-03-22T02:51:00Z,71,46,29.84,16,0
2011-03-22T04:51:00Z,68,44,29.86,20,0
2011-03-23T12:14:00Z,87,36,29.8,3,0.03
2011-03-23T15:51:00Z,86,37,29.71,11,0
2011-03-23T16:51:00Z,86,36,29.650000000000002,18,0.03
2011-03-23T20:06:00Z,87,34,29.650000000000002,13,0.01
2011-03-23T21:21:00Z,87,34,29.610000000000003,15,0
2011-03-24T02:51:00Z,88,32,29.56,13,0.02
2011-03-24T16:51:00Z,40,43,29.75,14,0
2011-03-25T19:51:00Z,32,36,29.939999999999998,17,0
2011-03-26T05:51:00Z,45,27,30.02,14,0
2011-03-27T02:51:00Z,41,30,30.01,8,0
2011-03-27T04:51:00Z,43,29,29.979999999999997,10,0
2011-03-27T06:51:00Z,43,30,30,9,0
2011-03-27T17:51:00Z,21,42,29.88,20,0
2011-03-29T03:51:00Z,38,33,30.06,14,0
2011-03-29T04:51:00Z,41,32,30.06,14,0
2011-03-29T09:51:00Z,29,42,30.09,18,0
2011-03-29T17:51:00Z,27,46,30.06,23,0
2011-03-30T08:51:00Z,37,46,30.16,0,0
2011-03-30T09:51:00Z,36,47,30.16,0,0
2011-03-30T22:51:00Z,65,42,29.97,8,0
2011-03-31T00:51:00Z,68,42,29.919999999999998,0,0
2011-04-01T16:51:00Z,76,42,29.36,11,0.01
2011-04-01T18:51:00Z,66,45,29.39,15,0
2011-04-02T10:51:00Z,37,52,29.52,20,0
2011-04-02T17:51:00Z,25,53,29.55,16,0
2011-04-03T04:51:00Z,43,44,29.810000000000002,17,0
2011-04-05T13:46:00Z,71,45,29.419999999999998,30,0
2011-04-07T12:51:00Z,61,48,30.1,7,0
2011-04-09T19:51:00Z,58,44,30.14,7,0
2011-04-10T14:51:00Z,41,52,30.1,9,0
2011-04-11T08:51:00Z,92,51,29.79,11,0
2011-04-11T22:51:00Z,87,54,29.56,7,0
2011-04-13T00:17:00Z,76,46,29.959999999999997,24,0.04
2011-04-14T05:51:00Z,71,51,29.93,8,0
2011-04-14T11:51:00Z,45,63,30,13,0
2011-04-14T12:51:00Z,40,65,30.01,14,0
2011-04-15T01:51:00Z,55,52,30.23,16,0
2011-04-15T15:51:00Z,56,48,30.419999999999998,15,0
2011-04-15T18:51:00Z,68,44,30.419999999999998,13,0
2011-04-16T11:51:00Z,77,47,30.150000000000002,29,0
2011-04-16T17:12:00Z,87,48,29.82,33,0.01
2011-04-16T19:51:00Z,92,51,29.71,25,0.11
2011-04-17T08:51:00Z,57,55,29.650000000000002,29,0
2011-04-18T20:51:00Z,77,50,29.979999999999997,7,0
2011-04-19T04:51:00Z,77,48,29.959999999999997,6,0
2011-04-19T13:51:00Z,74,53,30.07,8,0
2011-04-19T17:51:00Z,71,51,30.04,10,0
2011-04-20T06:51:00Z,93,47,29.939999999999998,9,0
2011-04-20T07:51:00Z,93,48,29.919999999999998,7,0
2011-04-20T19:51:00Z,86,52,29.810000000000002,5,0
2011-04-21T12:51:00Z,26,59,30.110000000000003,23,0
2011-04-22T07:51:00Z,44,46,30.43,14,0
2011-04-23T02:51:00Z,86,45,30.27,16,0.03
2011-04-23T04:51:00Z,93,46,30.24,16,0.04
2011-04-23T09:51:00Z,93,49,30.12,14,0.26
2011-04-24T01:51:00Z,93,52,29.91,3,0
2011-04-24T16:51:00Z,75,62,29.939999999999998,5,0
2011-04-26T14:51:00Z,81,65,29.919999999999998,24,0
2011-04-26T15:51:00Z,86,62,29.91,28,0
2011-04-27T00:51:00Z,96,57,29.95,14,0
2011-04-27T08:51:00Z,83,59,30,11,0
2011-04-28T08:45:00Z,100,57,29.69,28,0
2011-04-28T12:51:00Z,93,60,29.66,25,0.01
2011-04-28T14:29:00Z,94,59,29.66,10,0.06
2011-04-28T17:51:00Z,90,59,29.630000000000003,10,0
2011-04-28T21:51:00Z,93,56,29.68,7,0
2011-05-01T12:51:00Z,46,61,30.29,14,0
2011-05-03T01:51:00Z,89,53,30.1,6,0
2011-05-04T13:51:00Z,86,52,29.939999999999998,11,0.04
2011-05-05T00:51:00Z,64,49,29.979999999999997,16,0
2011-05-05T11:51:00Z,29,63,29.9,21,0
2011-05-05T13:51:00Z,25,65,29.88,22,0
2011-05-05T17:51:00Z,20,63,29.89,23,0
2011-05-06T02:51:00Z,64,49,29.939999999999998,7,0
2011-05-06T19:51:00Z,74,57,29.87,20,0
2011-05-06T21:51:00Z,80,55,29.87,16,0
2011-05-07T16:28:00Z,40,66,29.810000000000002,21,0
2011-05-07T16:51:00Z,32,68,29.82,20,0
2011-05-07T21:51:00Z,49,59,29.85,9,0
2011-05-11T16:51:00Z,45,69,30.04,11,0
2011-05-12T03:51:00Z,64,59,30.08,3,0
2011-05-12T10:51:00Z,48,64,30.04,10,0
2011-05-13T15:51:00Z,62,62,29.87,8,0
2011-05-16T23:51:00Z,93,57,29.86,10,0
2011-05-17T09:46:00Z,88,59,29.89,15,0.01
2011-05-18T05:51:00Z,93,63,29.939999999999998,15,0
2011-05-18T19:51:00Z,93,64,29.93,10,0.02
2011-05-18T21:15:00Z,94,63,29.95,10,0
2011-05-20T08:51:00Z,78,64,29.959999999999997,8,0
2011-05-22T14:51:00Z,83,55,30.16,13,0
2011-05-23T08:51:00Z,90,60,30.04,10,0.01
2011-05-25T06:51:00Z,59,70,29.9,7,0
2011-05-25T08:51:00Z,48,75,29.919999999999998,6,0
2011-05-25T23:51:00Z,87,64,29.93,3,0
2011-05-26T02:51:00Z,93,62,29.93,3,0
2011-05-28T06:51:00Z,93,66,30.03,9,0
2011-05-28T14:51:00Z,74,75,30.02,17,0
2011-05-28T18:51:00Z,87,69,30.03,14,0
2011-05-29T05:51:00Z,96,66,30.110000000000003,6,0
2011-05-31T22:51:00Z,93,68,30.17,7,0
2011-06-01T09:51:00Z,79,75,30.06,11,0
2011-06-02T09:51:00Z,29,77,29.86,21,0
2011-06-02T11:51:00Z,29,78,29.84,22,0
2011-06-02T18:51:00Z,34,70,29.919999999999998,17,0
2011-06-03T06:51:00Z,40,63,30.07,11,0
2011-06-06T03:51:00Z,84,62,29.99,6,0
2011-06-07T02:51:00Z,81,65,29.959999999999997,10,0
2011-06-07T05:51:00Z,78,68,29.959999999999997,9,0
2011-06-08T04:51:00Z,84,69,29.89,6,0
2011-06-09T08:51:00Z,61,85,29.86,5,0
2011-06-11T02:27:00Z,94,66,29.99,7,0.09
2011-06-11T07:51:00Z,87,67,30,9,0
2011-06-11T14:51:00Z,90,66,29.939999999999998,6,0.02
2011-06-11T20:51:00Z,93,63,29.91,9,0
2011-06-13T02:51:00Z,93,63,29.84,6,0
2011-06-14T16:51:00Z,70,64,29.86,6,0
2011-06-16T07:51:00Z,62,74,29.919999999999998,6,0
2011-06-16T15:51:00Z,62,75,29.9,11,0
2011-06-16T21:51:00Z,82,70,29.919999999999998,14,0
2011-06-17T09:51:00Z,76,75,29.88,8,0
2011-06-17T10:51:00Z,74,75,29.88,9,0
2011-06-18T02:51:00Z,93,64,29.84,0,0
2011-06-18T06:51:00Z,81,71,29.86,3,0
2011-06-18T10:51:00Z,60,79,29.85,11,0
2011-06-19T17:51:00Z,50,74,29.810000000000002,7,0
2011-06-19T18:51:00Z,57,72,29.810000000000002,5,0
2011-06-20T09:51:00Z,55,75,29.9,5,0
2011-06-20T11:51:00Z,58,75,29.89,10,0
2011-06-21T04:51:00Z,78,69,29.91,7,0
2011-06-21T06:51:00Z,69,74,29.91,6,0
2011-06-22T04:51:00Z,78,69,29.91,6,0
2011-06-22T13:51:00Z,74,77,29.85,14,0
2011-06-23T08:51:00Z,94,72,29.759999999999998,11,0
2011-06-25T08:51:00Z,76,73,29.810000000000002,7,0
2011-06-26T10:51:00Z,49,80,29.919999999999998,8,0
2011-06-28T15:51:00Z,69,80,29.85,11,0
2011-06-29T21:51:00Z,47,76,29.89,10,0
2011-06-30T06:51:00Z,55,72,29.97,11,0
2011-06-30T13:51:00Z,33,84,29.919999999999998,13,0
2011-06-30T23:51:00Z,41,73,29.93,8,0
2011-07-02T07:51:00Z,47,79,30.07,3,0
2011-07-03T18:51:00Z,87,73,29.85,7,0
2011-07-03T21:51:00Z,91,72,29.85,3,0
2011-07-04T06:51:00Z,88,74,29.85,0,0
2011-07-04T15:51:00Z,74,80,29.79,14,0
2011-07-06T01:51:00Z,84,73,29.93,7,0
2011-07-06T08:51:00Z,67,81,29.93,7,0
2011-07-07T05:51:00Z,79,77,29.88,6,0
2011-07-07T09:51:00Z,51,87,29.9,9,0
2011-07-08T00:51:00Z,76,75,29.87,0,0
2011-07-09T03:51:00Z,87,70,29.73,8,0
2011-07-09T06:51:00Z,76,74,29.77,9,0
2011-07-09T07:51:00Z,67,78,29.8,8,0
2011-07-09T16:51:00Z,31,88,29.85,14,0
2011-07-10T01:51:00Z,57,72,30,6,0
2011-07-11T08:51:00Z,61,83,29.97,6,0
2011-07-11T14:51:00Z,59,86,29.88,20,0
2011-07-13T11:51:00Z,37,84,29.74,18,0
2011-07-13T23:51:00Z,51,70,29.85,14,0
2011-07-14T10:51:00Z,39,80,29.979999999999997,14,0
2011-07-14T15:51:00Z,55,75,30,17,0
2011-07-15T00:51:00Z,73,69,30.04,13,0
2011-07-17T11:51:00Z,46,86,30.14,11,0
2011-07-19T01:51:00Z,84,75,29.779999999999998,0,0
2011-07-19T13:51:00Z,53,89,29.79,10,0
2011-07-20T02:51:00Z,88,74,29.85,0,0
2011-07-20T23:51:00Z,94,73,29.86,8,0
2011-07-21T09:51:00Z,72,83,29.8,10,0
2011-07-23T08:51:00Z,41,94,29.88,14,0
2011-07-24T15:51:00Z,85,79,29.89,5,0.21000000000000002
2011-07-26T05:51:00Z,82,72,29.73,0,0
2011-07-28T11:51:00Z,43,86,30.03,13,0
2011-07-29T09:51:00Z,84,75,29.95,9,0
2011-07-29T14:51:00Z,74,81,29.86,13,0
2011-07-29T15:51:00Z,74,82,29.84,13,0
2011-07-29T20:51:00Z,82,77,29.830000000000002,14,0
2011-08-01T09:51:00Z,55,85,29.9,7,0
2011-08-03T22:51:00Z,90,68,29.74,10,0.14
2011-08-06T18:51:00Z,82,76,29.91,20,0
2011-08-07T16:51:00Z,72,84,29.56,8,0
2011-08-07T22:51:00Z,88,75,29.54,3,0
2011-08-09T07:51:00Z,69,79,29.64,10,0
2011-08-09T12:51:00Z,79,80,29.58,13,0
2011-08-09T13:36:00Z,84,79,29.57,11,0.01
2011-08-09T20:51:00Z,88,75,29.51,7,0
2011-08-13T22:51:00Z,64,77,29.979999999999997,10,0
2011-08-14T13:51:00Z,90,70,29.85,5,0.2
2011-08-15T15:51:00Z,67,79,29.62,9,0
2011-08-15T16:51:00Z,58,77,29.610000000000003,8,0
2011-08-15T21:51:00Z,79,71,29.67,6,0
2011-08-16T03:51:00Z,81,68,29.7,8,0
2011-08-16T07:51:00Z,87,66,29.77,8,0
2011-08-20T02:51:00Z,91,67,29.919999999999998,3,0
2011-08-20T15:51:00Z,56,79,29.939999999999998,11,0
2011-08-20T19:51:00Z,79,75,29.97,5,0
2011-08-24T08:51:00Z,62,74,30.1,10,0
2011-08-24T16:51:00Z,62,76,29.97,21,0
2011-08-25T14:51:00Z,84,75,29.89,16,0.01
2011-08-27T02:51:00Z,88,75,29.88,0,0
2011-08-27T10:22:00Z,89,77,29.86,8,0
2011-08-28T01:36:00Z,89,75,29.24,33,0.32999999999999996
2011-08-28T02:31:00Z,89,75,29.150000000000002,36,0.17
2011-08-30T05:51:00Z,84,63,30.08,5,0
2011-08-30T21:51:00Z,63,68,30.14,8,0
2011-09-02T01:51:00Z,78,65,30.110000000000003,0,0
2011-09-02T05:51:00Z,86,62,30.110000000000003,5,0
2011-09-05T02:51:00Z,76,72,29.830000000000002,10,0
2011-09-05T05:51:00Z,81,71,29.82,7,0
2011-09-05T06:51:00Z,82,72,29.82,13,0
2011-09-06T01:40:00Z,83,68,29.79,15,0
2011-09-08T02:18:00Z,94,66,29.959999999999997,7,0.02
2011-09-08T02:51:00Z,93,67,29.959999999999997,5,0.09
2011-09-08T03:51:00Z,93,66,29.97,8,0.05
2011-09-08T11:51:00Z,67,80,29.99,6,0
2011-09-10T05:51:00Z,76,70,29.86,7,0
2011-09-10T23:51:00Z,81,68,30.03,9,0
2011-09-11T04:51:00Z,84,63,30.07,6,0
2011-09-13T02:51:00Z,84,68,29.939999999999998,7,0
2011-09-13T13:51:00Z,65,79,29.9,16,0
2011-09-14T22:51:00Z,87,72,29.919999999999998,7,0
2011-09-17T00:51:00Z,55,57,30.34,7,0
2011-09-17T02:51:00Z,59,54,30.35,8,0
2011-09-17T06:51:00Z,64,55,30.41,10,0
2011-09-17T22:51:00Z,72,54,30.41,6,0
2011-09-17T23:51:00Z,72,54,30.41,6,0
2011-09-19T05:51:00Z,83,52,30.310000000000002,6,0
2011-09-19T12:51:00Z,50,66,30.23,7,0
2011-09-20T05:51:00Z,78,64,30.110000000000003,9,0
2011-09-20T19:51:00Z,81,67,30.150000000000002,0,0
2011-09-21T04:51:00Z,93,64,30.21,0,0
2011-09-21T14:51:00Z,73,71,30.19,11,0
2011-09-21T23:51:00Z,93,69,30.130000000000003,5,0
2011-09-22T00:51:00Z,93,69,30.110000000000003,7,0
2011-09-24T08:51:00Z,91,72,30.03,8,0
2011-09-25T12:51:00Z,71,77,30.04,10,0
2011-09-26T06:52:00Z,93,70,30,3,0
2011-09-26T07:51:00Z,87,73,29.99,3,0
2011-09-26T17:51:00Z,87,71,29.93,6,0
2011-09-27T03:51:00Z,96,68,29.95,0,0
2011-09-27T06:51:00Z,93,69,29.95,3,0
2011-09-29T09:51:00Z,87,72,29.72,11,0
2011-09-29T17:51:00Z,84,66,29.630000000000003,6,0
2011-09-30T02:51:00Z,83,59,29.71,7,0
2011-10-01T12:51:00Z,66,67,29.630000000000003,8,0
2011-10-01T14:51:00Z,66,67,29.650000000000002,10,0
2011-10-01T16:51:00Z,70,64,29.67,11,0
2011-10-01T22:51:00Z,77,53,29.73,14,0
2011-10-02T05:51:00Z,81,56,29.74,14,0
2011-10-02T06:51:00Z,77,56,29.77,14,0
2011-10-02T15:51:00Z,58,61,29.810000000000002,13,0
2011-10-02T19:51:00Z,69,55,29.88,11,0
2011-10-03T02:51:00Z,71,50,29.939999999999998,6,0
2011-10-04T11:51:00Z,67,61,29.979999999999997,14,0
2011-10-06T03:51:00Z,52,48,30.32,6,0
2011-10-06T09:51:00Z,26,62,30.35,8,0
2011-10-08T17:51:00Z,76,65,30.39,8,0
2011-10-09T01:51:00Z,83,57,30.38,6,0
2011-10-09T03:51:00Z,81,59,30.38,6,0
2011-10-09T19:51:00Z,70,69,30.279999999999998,8,0
2011-10-10T01:51:00Z,65,63,30.24,6,0
2011-10-10T10:51:00Z,39,80,30.23,9,0
2011-10-10T18:51:00Z,51,73,30.130000000000003,7,0
2011-10-11T06:51:00Z,63,66,30.18,8,0
2011-10-11T11:51:00Z,31,74,30.17,6,0
2011-10-11T14:51:00Z,55,68,30.150000000000002,13,0
2011-10-12T00:51:00Z,65,62,30.150000000000002,5,0
2011-10-12T08:51:00Z,67,61,30.150000000000002,13,0
2011-10-12T15:51:00Z,80,60,30.01,16,0
2011-10-13T05:51:00Z,90,61,29.79,13,0
2011-10-13T21:05:00Z,94,64,29.71,13,0
2011-10-14T02:51:00Z,90,68,29.6,13,0
2011-10-14T05:51:00Z,90,68,29.57,15,0
2011-10-14T20:51:00Z,67,62,29.479999999999997,20,0
2011-10-15T02:51:00Z,62,57,29.6,20,0
2011-10-16T13:51:00Z,33,68,29.82,20,0
2011-10-16T20:51:00Z,46,64,29.74,17,0
2011-10-17T05:51:00Z,56,60,29.7,10,0
2011-10-18T10:51:00Z,34,66,29.87,7,0
2011-10-18T12:51:00Z,22,68,29.84,8,0
2011-10-18T13:51:00Z,22,67,29.84,6,0
2011-10-19T02:21:00Z,77,63,29.830000000000002,5,0
2011-10-20T23:51:00Z,62,55,29.72,18,0
2011-10-21T09:51:00Z,49,57,29.9,16,0
2011-10-21T15:51:00Z,51,57,29.939999999999998,17,0
2011-10-21T17:51:00Z,51,56,29.97,14,0
2011-10-22T15:51:00Z,50,58,30.03,14,0
2011-10-23T03:51:00Z,64,52,30.09,3,0
2011-10-24T02:51:00Z,80,50,30.110000000000003,6,0
2011-10-25T03:51:00Z,66,53,29.979999999999997,9,0
2011-10-26T04:51:00Z,69,49,29.959999999999997,7,0
2011-10-27T14:48:00Z,93,46,29.6,11,0
2011-10-29T21:51:00Z,96,33,29.86,21,0.06
2011-10-30T09:51:00Z,58,40,30.150000000000002,17,0
2011-10-31T07:51:00Z,86,40,30.39,0,0
2011-10-31T12:51:00Z,53,54,30.35,8,0
2011-10-31T17:51:00Z,59,51,30.34,3,0
2011-11-02T10:51:00Z,49,54,30.39,5,0
2011-11-03T06:51:00Z,79,46,30.17,10,0
2011-11-04T19:51:00Z,34,47,30.19,21,0
2011-11-06T14:51:00Z,55,53,30.43,7,0
2011-11-08T03:51:00Z,89,48,30.23,3,0
2011-11-08T07:51:00Z,75,54,30.259999999999998,0,0
2011-11-09T17:51:00Z,78,57,30.09,6,0
2011-11-10T06:51:00Z,97,54,29.91,3,0
2011-11-10T16:51:00Z,83,59,29.66,10,0
2011-11-12T08:51:00Z,50,46,30.12,18,0
2011-11-13T08:51:00Z,64,52,30.14,15,0
2011-11-14T22:51:00Z,83,57,29.759999999999998,10,0
2011-11-16T04:51:00Z,90,55,29.919999999999998,6,0.02
2011-11-16T08:51:00Z,87,56,29.919999999999998,0,0
2011-11-16T22:51:00Z,90,55,29.73,5,0.01
2011-11-17T12:32:00Z,53,46,29.810000000000002,18,0
2011-11-17T23:51:00Z,49,41,30.03,14,0
2011-11-20T12:51:00Z,56,62,30.09,16,0
2011-11-22T08:51:00Z,80,49,30.35,8,0
2011-11-22T17:15:00Z,87,48,30.22,13,0.07
2011-11-23T02:51:00Z,93,53,29.75,13,0.01
2011-11-23T17:20:00Z,81,45,29.74,18,0
2011-11-24T00:51:00Z,73,41,30.01,10,0
2011-11-24T21:51:00Z,66,48,30.16,9,0
2011-11-25T13:51:00Z,39,61,30.1,11,0
2011-11-25T20:51:00Z,66,51,30.12,9,0
2011-11-27T07:51:00Z,97,49,30.150000000000002,3,0
2011-11-27T13:51:00Z,72,59,30.110000000000003,7,0
2011-11-27T21:51:00Z,87,55,30.130000000000003,20,0
2011-11-28T05:51:00Z,90,54,30.130000000000003,8,0
2011-11-28T07:51:00Z,87,56,30.150000000000002,10,0
2011-11-28T12:51:00Z,65,64,30.1,17,0
2011-11-30T05:51:00Z,80,47,29.67,17,0
2011-11-30T08:51:00Z,74,47,29.7,18,0
2011-12-02T17:51:00Z,38,50,30.34,10,0
2011-12-04T02:51:00Z,86,37,30.59,3,0
2011-12-04T07:51:00Z,76,43,30.56,0,0
2011-12-05T04:51:00Z,92,51,30.34,6,0
2011-12-05T09:51:00Z,96,50,30.37,0,0
2011-12-05T13:51:00Z,89,52,30.3,5,0
2011-12-06T10:48:00Z,94,55,30.06,13,0.02
2011-12-07T00:51:00Z,93,56,29.88,10,0
2011-12-07T11:51:00Z,93,52,29.73,7,0.08
2011-12-07T13:51:00Z,93,53,29.66,7,0.07
2011-12-08T10:51:00Z,45,42,30.09,26,0
2011-12-08T15:51:00Z,41,44,30.16,10,0
2011-12-09T00:51:00Z,59,37,30.310000000000002,3,0
2011-12-09T05:51:00Z,70,35,30.32,8,0
2011-12-10T10:51:00Z,46,45,30.27,18,0
2011-12-10T14:51:00Z,38,42,30.27,14,0
2011-12-11T10:51:00Z,34,37,30.64,3,0
2011-12-11T16:51:00Z,52,34,30.6,7,0
2011-12-11T19:51:00Z,48,36,30.62,7,0
2011-12-11T20:51:00Z,54,34,30.630000000000003,7,0
2011-12-12T13:51:00Z,43,42,30.52,7,0
2011-12-12T15:51:00Z,41,41,30.5,6,0
2011-12-13T06:51:00Z,61,31,30.37,5,0
2011-12-13T15:51:00Z,30,45,30.3,16,0
2011-12-13T17:51:00Z,41,42,30.330000000000002,10,0
2011-12-13T19:51:00Z,55,42,30.34,13,0
2011-12-15T03:51:00Z,71,49,30.23,15,0
2011-12-15T04:51:00Z,77,48,30.22,9,0
2011-12-15T17:51:00Z,80,52,29.85,14,0
2011-12-17T04:51:00Z,59,37,30.09,9,0
2011-12-18T01:51:00Z,49,29,30.150000000000002,10,0
2011-12-20T11:51:00Z,49,45,30.14,11,0
2011-12-20T14:51:00Z,46,46,30.150000000000002,3,0
2011-12-21T06:51:00Z,86,50,30.05,10,0
2011-12-21T21:51:00Z,93,54,29.71,14,0
2011-12-22T22:51:00Z,77,49,29.99,3,0
2011-12-23T00:51:00Z,89,48,29.9,3,0.1
2011-12-24T12:51:00Z,46,36,30.38,9,0
2011-12-25T07:51:00Z,64,32,30.34,0,0
2011-12-25T09:51:00Z,53,40,30.310000000000002,15,0
2011-12-26T21:51:00Z,65,37,30.25,5,0
2011-12-27T08:51:00Z,66,45,30.09,20,0
2011-12-27T21:37:00Z,88,54,29.35,18,0.09
2011-12-29T23:51:00Z,65,37,30.01,5,0
2011-12-30T21:51:00Z,89,46,29.99,7,0
2012-01-01T15:51:00Z,71,49,29.86,25,0
2012-01-01T16:51:00Z,80,48,29.86,14,0
2012-01-02T05:51:00Z,43,40,29.71,21,0
2012-01-04T00:51:00Z,42,15,30.130000000000003,22,0
2012-01-04T04:51:00Z,54,13,30.17,11,0
2012-01-04T06:51:00Z,53,14,30.19,9,0
2012-01-05T12:51:00Z,43,39,29.84,15,0
2012-01-06T02:51:00Z,60,38,29.939999999999998,11,0
2012-01-06T19:51:00Z,66,45,29.79,5,0
2012-01-07T02:51:00Z,76,38,29.77,7,0
2012-01-07T03:51:00Z,73,39,29.759999999999998,9,0
2012-01-07T05:51:00Z,73,39,29.759999999999998,7,0
2012-01-07T08:51:00Z,71,45,29.79,8,0
2012-01-08T07:51:00Z,47,42,30.14,9,0
2012-01-10T02:51:00Z,54,37,29.95,8,0
2012-01-12T00:33:00Z,87,45,29.79,17,0.09
2012-01-12T23:51:00Z,89,43,29.49,7,0
2012-01-13T09:36:00Z,75,39,29.4,25,0
2012-01-14T15:51:00Z,43,32,29.959999999999997,17,0
2012-01-16T05:51:00Z,51,15,30.6,5,0
2012-01-17T01:51:00Z,79,37,30.12,14,0.02
2012-01-18T11:51:00Z,33,42,29.919999999999998,18,0
2012-01-18T15:51:00Z,32,35,30,30,0
2012-01-18T19:51:00Z,41,28,30.130000000000003,17,0
2012-01-19T08:51:00Z,53,23,30.259999999999998,8,0
2012-01-20T09:51:00Z,34,27,30.19,24,0
2012-01-21T05:51:00Z,81,24,30.12,10,0
2012-01-22T03:51:00Z,71,20,30.4,14,0
2012-01-24T03:51:00Z,86,49,29.919999999999998,11,0
2012-01-25T22:51:00Z,55,38,30.21,8,0
2012-01-26T00:51:00Z,55,38,30.19,7,0
2012-01-27T05:12:00Z,94,50,29.610000000000003,8,0
2012-01-28T20:51:00Z,65,43,29.959999999999997,17,0
2012-01-30T23:51:00Z,43,38,30.259999999999998,14,0
2012-01-31T21:51:00Z,80,43,30.05,8,0
2012-02-01T13:51:00Z,43,63,29.87,20,0
2012-02-01T21:51:00Z,55,52,29.959999999999997,9,0
2012-02-02T10:51:00Z,56,43,30.04,9,0
2012-02-02T17:51:00Z,51,44,30.07,16,0
2012-02-02T23:51:00Z,48,37,30.23,22,0
2012-02-03T07:51:00Z,49,31,30.419999999999998,18,0
2012-02-03T13:51:00Z,32,43,30.36,9,0
2012-02-04T10:51:00Z,37,44,30.25,7,0
2012-02-05T21:51:00Z,44,35,30.17,11,0
2012-02-06T11:51:00Z,42,45,30.08,14,0
2012-02-07T03:51:00Z,70,37,29.959999999999997,11,0
2012-02-08T18:05:00Z,75,34,30.130000000000003,3,0
2012-02-11T06:51:00Z,92,33,29.779999999999998,0,0.01
2012-02-11T08:51:00Z,85,34,29.759999999999998,7,0
2012-02-12T03:51:00Z,27,23,29.77,28,0
2012-02-12T10:51:00Z,41,29,29.830000000000002,14,0
2012-02-13T15:51:00Z,32,43,29.939999999999998,17,0
2012-02-13T22:51:00Z,45,39,30.03,11,0
2012-02-16T12:51:00Z,73,42,30.21,3,0
2012-02-16T13:51:00Z,79,42,30.17,5,0.03
2012-02-16T17:51:00Z,76,42,30.1,8,0
2012-02-17T20:51:00Z,40,42,30,7,0
2012-02-17T23:51:00Z,45,42,29.99,11,0
